beta,n,input_gamma1,mean_gamma1_hat,std_gamma1_hat,var_gamma1_hat
1.0,30,0.03,0.041881103609788646,0.04440851048118849,0.001972115803157828
2.0,30,0.03,0.506949397012182,2.405881146987574,5.788264093430246
4.0,30,0.03,-0.00317119195266506,0.011019552466093055,0.00012143053655297751
8.0,30,0.03,-0.0007172751823919228,0.0006919210812477038,4.787547826749915e-07
